BVP,EDA,TEMP,ACC_Mag,Label
-10.02,0.329014,33.87,188.51525137240222,0
0.98,0.326456,33.87,139.9928569606321,0
0.74,0.336689,33.87,63.671029518926424,0
45.83,0.332852,33.87,66.76076692189807,0
46.18,0.327735,33.87,67.21606950722423,0
25.33,0.326456,33.87,64.66838485689897,0
-5.53,0.326456,33.89,62.625873247404705,0
-141.0,0.330293,33.89,63.89053137985315,0
33.1,0.340527,33.89,63.25345840347388,0
38.4,0.358435,33.89,63.25345840347388,0
0.62,0.38146,33.87,63.419239982831705,0
-0.15,0.415998,33.87,63.26136261573884,0
-9.8,0.437744,33.87,63.4428877022476,0
-0.19,0.460769,33.87,63.28506932918696,0
0.21,0.479957,33.84,63.28506932918696,0
-15.51,0.488911,33.84,63.92182725798755,0
3.7,0.492749,33.84,63.28506932918696,0
-2.35,0.49019,33.84,63.28506932918696,0
-9.05,0.488911,33.84,63.324560795950255,0
5.14,0.483794,33.84,63.96092557178953,0
-5.51,0.477399,33.84,52.20153254455275,0
7.85,0.469723,33.84,56.22277118748239,0
4.43,0.467165,33.83,76.2954782408499,0
-10.9,0.462048,33.83,69.95712972957081,0
9.49,0.454373,33.83,63.74950980203691,0
9.81,0.451815,33.83,64.29618962271404,0
-20.01,0.447978,33.83,59.33801479658719,0
-5.45,0.445419,33.83,63.94528911499267,0
-14.02,0.445419,33.83,65.4446330878247,0
21.03,0.44414,33.83,57.905094767213704,0
26.65,0.44414,33.79,60.63827174318213,0
-21.92,0.445419,33.79,62.177166226839255,0
20.02,0.442861,33.79,62.13694553162394,0
15.35,0.442861,33.79,65.16133823057964,0
-22.07,0.442861,33.79,64.69157595854347,0
10.08,0.442861,33.79,62.545983084447556,0
-6.85,0.440302,33.79,62.81719509815764,0
2.03,0.442861,33.79,60.340699366182356,0
3.07,0.440302,33.83,60.94259594077036,0
-18.23,0.442861,33.83,59.782940710540494,0
14.74,0.44414,33.83,66.2872536767062,0
9.89,0.442861,33.83,60.81118318204309,0
-5.92,0.440302,33.81,57.706152185014034,0
-7.34,0.437744,33.81,64.10148204214939,0
-22.26,0.440302,33.81,65.91661399070799,0
37.41,0.436465,33.81,62.489999199871974,0
14.37,0.439023,33.81,61.53048025166064,0
-40.53,0.440302,33.81,62.30569797378086,0
-1.52,0.439023,33.81,63.54525946126902,0
1.74,0.439023,33.81,61.71709649683789,0
13.61,0.439023,33.79,65.31462317123173,0
-2.51,0.441582,33.79,62.71363488110062,0
-22.38,0.436465,33.79,61.27805479941412,0
18.76,0.439023,33.79,63.079315151640635,0
-4.66,0.435186,33.81,62.00806399170998,0
16.59,0.439023,33.81,63.26926584053272,0
1.38,0.439023,33.81,62.44197306299666,0
-25.53,0.439023,33.81,62.465990746965666,0
8.6,0.439023,33.79,63.35613624582863,0
-12.2,0.437744,33.79,63.3798075099633,0
0.73,0.439023,33.79,63.198101237299845,0
3.08,0.437744,33.79,62.625873247404705,0
-5.9,0.439023,33.77,61.424750711744856,0
9.77,0.440302,33.77,63.53739056650029,0
13.84,0.436465,33.77,62.120849961989414,0
-11.3,0.437744,33.77,61.554853586049575,0
10.42,0.437744,33.79,62.465990746965666,0
-2.85,0.437744,33.79,63.733821476512766,0
8.93,0.437744,33.79,63.3798075099633,0
2.38,0.436465,33.79,62.82515419798029,0
-16.81,0.436465,33.77,62.465990746965666,0
7.16,0.435186,33.77,63.03967004989794,0
-5.49,0.436465,33.77,61.91930232165088,0
12.09,0.437744,33.77,62.68173577685928,0
3.39,0.436465,33.79,61.91930232165088,0
-9.51,0.436465,33.79,61.773780845922005,0
-0.55,0.427511,33.79,62.13694553162394,0
-6.56,0.436465,33.79,62.13694553162394,0
15.72,0.432627,33.77,62.68173577685928,0
3.79,0.436465,33.77,62.465990746965666,0
-1.95,0.433907,33.77,62.68173577685928,0
0.86,0.433907,33.77,61.773780845922005,0
-9.67,0.433907,33.79,62.91263784010332,0
4.9,0.433907,33.79,62.465990746965666,0
-3.92,0.435186,33.79,62.68173577685928,0
9.8,0.435186,33.79,62.68173577685928,0
