BVP,EDA,TEMP,ACC_Mag,Label
9.57,5.969716,33.25,186.43497525947217,0
-14.94,6.1002,33.25,85.38735269347563,0
-22.19,6.096362,33.25,56.302753041036986,0
88.7,6.088686,33.25,53.376024580330075,0
153.0,6.114272,33.31,65.63535632568775,0
-5.41,6.136019,33.31,63.56099432828282,0
-121.07,6.148811,33.31,65.11528238439882,0
-376.36,6.212774,33.31,63.35613624582863,0
174.56,6.203819,33.29,64.35837163881635,0
37.13,6.240918,33.29,62.5939294181153,0
38.64,6.297204,33.29,63.56886030125127,0
23.03,6.329186,33.29,63.34824385884742,0
26.19,6.358609,33.27,62.37788069500277,0
13.89,6.358609,33.27,64.32728814430156,0
-16.86,6.357329,33.27,64.33506042586733,0
-1.9,6.340699,33.27,63.56886030125127,0
21.2,6.318952,33.29,62.369864518050704,0
9.2,6.295925,33.29,63.56099432828282,0
-35.51,6.265223,33.29,62.5859409132754,0
22.69,6.261385,33.29,63.34824385884742,0
17.18,6.225566,33.29,59.23681287847955,0
-11.06,6.229404,33.29,23.08679276123039,0
-6.05,6.157766,33.29,74.90660852021001,0
20.9,6.098921,33.29,96.98453484963466,0
-6.17,6.060543,33.29,62.75348595894893,0
-41.29,6.06566,33.29,68.51277253184256,0
-21.29,6.073336,33.29,57.706152185014034,0
-11.88,6.066939,33.29,64.34283176858165,0
-21.26,6.054147,33.31,64.83054835492293,0
41.33,6.059264,33.31,63.15853069855251,0
26.24,6.074615,33.31,67.39436178197698,0
-20.3,6.075894,33.31,59.67411499134277,0
27.68,6.105317,33.31,65.92419889539804,0
14.71,6.106596,33.31,61.98386886924694,0
-23.36,6.127064,33.31,62.27358990776106,0
17.53,6.124506,33.31,61.56297588648554,0
-4.86,6.129622,33.31,64.10928169929842,0
-12.08,6.120668,33.31,63.387695966961914,0
15.94,6.111713,33.31,62.080592780675026,0
-2.4,6.107875,33.31,62.120849961989414,0
3.44,6.091245,33.31,63.20601237224193,0
2.83,6.08229,33.31,62.27358990776106,0
-15.61,6.057984,33.31,62.27358990776106,0
17.37,6.060543,33.31,62.81719509815764,0
4.93,6.045192,33.31,62.27358990776106,0
-29.76,6.051588,33.31,62.81719509815764,0
13.59,6.0324,33.31,63.56099432828282,0
1.11,6.03112,33.31,63.190189111918315,0
-31.35,6.022165,33.31,62.27358990776106,0
12.27,6.026003,33.31,62.44197306299666,0
0.93,6.022165,33.31,62.44197306299666,0
-27.43,6.010652,33.31,62.27358990776106,0
16.11,6.004256,33.31,62.27358990776106,0
9.77,5.982509,33.31,62.27358990776106,0
-14.22,5.988905,33.31,62.27358990776106,0
-15.51,5.97995,33.31,62.64982043070834,0
10.56,5.983788,33.29,62.27358990776106,0
1.15,5.981229,33.29,62.27358990776106,0
-29.82,5.981229,33.29,63.190189111918315,0
18.24,5.976112,33.29,62.27358990776106,0
10.84,5.97995,33.27,62.27358990776106,0
-9.18,5.978671,33.27,63.190189111918315,0
-21.5,5.977392,33.27,62.27358990776106,0
12.24,5.970995,33.27,62.27358990776106,0
8.91,5.960762,33.27,62.27358990776106,0
-15.99,5.965878,33.27,62.27358990776106,0
7.4,5.954365,33.27,63.190189111918315,0
9.38,5.965041,33.27,63.190189111918315,0
-2.11,5.953528,33.23,63.190189111918315,0
-25.87,5.961204,33.23,63.190189111918315,0
12.32,5.94969,33.23,63.03967004989794,0
8.34,5.94969,33.23,63.190189111918315,0
-14.43,5.948411,33.25,62.120849961989414,0
6.74,5.950969,33.25,67.26068688320095,0
8.65,5.944573,33.25,64.68384651518491,0
-2.92,5.935618,33.25,63.3798075099633,0
-26.1,5.943294,33.25,60.29925372672534,0
14.76,5.936898,33.25,61.587336360651285,0
8.89,5.934339,33.25,64.10928169929842,0
-11.98,5.931781,33.25,62.37788069500277,0
10.9,5.929222,33.25,62.080592780675026,0
8.12,5.918988,33.25,64.06246951218786,0
-11.23,5.920268,33.25,62.82515419798029,0
5.24,5.922826,33.25,64.81512169239521,0
10.54,5.926664,33.27,61.73329733620261,0
