BVP,EDA,TEMP,ACC_Mag,Label
-1.6,0.254602,29.43,146.23269128344728,0
-11.79,0.253322,29.43,55.72252686302013,0
5.09,0.250763,29.43,64.1482657598785,0
6.5,0.246925,29.43,65.7419196555744,0
4.48,0.243087,29.43,66.64082832618455,0
68.94,0.249484,29.43,62.88083968904996,0
-56.92,0.246925,29.43,63.4428877022476,0
-8.77,0.249484,29.43,64.35060217278468,0
-28.07,0.243087,29.43,63.4428877022476,0
-5.51,0.252043,29.43,63.7102817447859,0
6.39,0.250763,29.43,64.26507605223851,0
5.11,0.250763,29.43,64.26507605223851,0
-6.4,0.250763,29.41,63.4428877022476,0
6.36,0.253322,29.41,62.88083968904996,0
0.1,0.254602,29.41,63.37191807101944,0
-2.83,0.253322,29.41,63.4428877022476,0
5.18,0.253322,29.45,63.4428877022476,0
-1.54,0.250763,29.45,63.52952069707436,0
4.4,0.254602,29.45,63.4428877022476,0
6.41,0.248205,29.45,63.4428877022476,0
-1.62,0.253322,29.45,64.26507605223851,0
7.73,0.254602,29.45,61.237243569579455,0
5.02,0.254602,29.45,55.66866263886712,0
-4.29,0.255881,29.45,60.8276253029822,0
6.72,0.255881,29.45,74.2563128629479,0
4.12,0.25844,29.45,82.81304245105356,0
-6.72,0.25716,29.45,66.83561924602779,0
3.79,0.25716,29.45,61.72519744804386,0
-0.79,0.25716,29.45,61.741396161732524,0
-19.54,0.25844,29.45,62.8887907341205,0
15.86,0.25716,29.45,63.15853069855251,0
-11.54,0.25844,29.45,62.39390995922599,0
-3.35,0.25844,29.47,62.39390995922599,0
7.45,0.259719,29.47,62.8887907341205,0
-2.19,0.25844,29.47,62.8887907341205,0
6.73,0.25844,29.47,62.8887907341205,0
5.71,0.25716,29.45,62.8887907341205,0
-8.36,0.25844,29.45,61.84658438426491,0
8.88,0.25844,29.45,62.8887907341205,0
3.56,0.254602,29.45,62.8887907341205,0
-9.01,0.25844,29.45,62.8887907341205,0
7.47,0.25844,29.45,61.98386886924694,0
0.82,0.25844,29.45,62.8887907341205,0
1.17,0.25844,29.45,63.29296959378664,0
4.75,0.25844,29.47,61.98386886924694,0
-3.85,0.25844,29.47,62.75348595894893,0
9.5,0.25844,29.47,62.75348595894893,0
5.67,0.25844,29.47,62.75348595894893,0
-9.73,0.25844,29.47,61.84658438426491,0
9.23,0.25716,29.47,62.75348595894893,0
10.01,0.255881,29.47,61.98386886924694,0
-5.79,0.25716,29.47,61.98386886924694,0
5.28,0.25716,29.49,62.8887907341205,0
10.07,0.25716,29.49,61.98386886924694,0
4.67,0.25716,29.49,62.8887907341205,0
-11.31,0.25716,29.49,62.39390995922599,0
7.13,0.25844,29.51,62.8887907341205,0
3.85,0.254602,29.51,62.8887907341205,0
-11.52,0.253322,29.51,62.8887907341205,0
7.43,0.25844,29.51,62.75348595894893,0
3.65,0.25844,29.47,62.75348595894893,0
-9.86,0.25716,29.47,62.8887907341205,0
7.76,0.25844,29.47,61.84658438426491,0
5.24,0.25844,29.47,62.8887907341205,0
-7.28,0.25844,29.49,62.8887907341205,0
7.54,0.25844,29.49,61.98386886924694,0
6.28,0.259719,29.49,62.75348595894893,0
-3.74,0.259719,29.49,62.39390995922599,0
-3.68,0.259719,29.49,62.8887907341205,0
2.61,0.260999,29.49,61.84658438426491,0
-2.17,0.25844,29.49,62.39390995922599,0
-5.41,0.259719,29.49,63.29296959378664,0
3.65,0.25716,29.51,62.25752966509352,0
-2.37,0.25844,29.51,63.15853069855251,0
-6.24,0.25844,29.51,62.25752966509352,0
3.55,0.25716,29.51,62.25752966509352,0
-1.32,0.25844,29.49,62.25752966509352,0
-5.94,0.25844,29.49,62.75348595894893,0
4.15,0.25844,29.49,62.75348595894893,0
-1.29,0.259719,29.49,62.36184731067546,0
-5.0,0.259719,29.47,62.39390995922599,0
2.22,0.259719,29.47,62.75348595894893,0
-2.78,0.25844,29.47,63.29296959378664,0
-0.29,0.254602,29.47,62.39390995922599,0
2.84,0.260999,29.49,62.39390995922599,0
-4.41,0.254602,29.49,62.25752966509352,0
0.68,0.25844,29.49,61.44916598294886,0
2.17,0.25844,29.49,61.84658438426491,0
0.1,0.25844,29.49,63.15853069855251,0
4.97,0.259719,29.49,63.15853069855251,0
3.78,0.25844,29.49,62.25752966509352,0
-5.1,0.259719,29.49,62.75348595894893,0
3.75,0.259719,29.51,61.84658438426491,0
4.21,0.259719,29.51,62.25752966509352,0
-3.93,0.25716,29.51,62.25752966509352,0
5.11,0.259719,29.51,62.25752966509352,0
5.13,0.25844,29.49,62.39390995922599,0
-1.73,0.260999,29.49,62.25752966509352,0
-3.29,0.259719,29.49,62.25752966509352,0
5.55,0.259719,29.49,62.25752966509352,0
0.74,0.260999,29.47,62.25752966509352,0
-10.74,0.259719,29.47,62.25752966509352,0
4.45,0.260999,29.47,62.25752966509352,0
2.47,0.259719,29.47,62.25752966509352,0
-11.18,0.259719,29.51,62.25752966509352,0
7.13,0.25844,29.51,62.25752966509352,0
3.85,0.25716,29.51,62.25752966509352,0
-5.52,0.259719,29.51,63.15853069855251,0
6.4,0.25844,29.49,63.15853069855251,0
5.36,0.25844,29.49,61.84658438426491,0
-3.22,0.25844,29.49,62.75348595894893,0
-2.73,0.25844,29.49,62.75348595894893,0
3.67,0.259719,29.49,62.75348595894893,0
0.54,0.260999,29.49,61.84658438426491,0
-10.07,0.260999,29.49,62.39390995922599,0
5.83,0.25844,29.49,62.25752966509352,0
3.27,0.255881,29.49,61.84658438426491,0
-6.01,0.259719,29.49,63.15853069855251,0
2.14,0.25844,29.49,62.25752966509352,0
3.61,0.259719,29.49,61.84658438426491,0
-0.46,0.259719,29.49,61.84658438426491,0
-9.42,0.259719,29.49,62.25752966509352,0
3.74,0.259719,29.49,62.25752966509352,0
2.67,0.25844,29.49,63.15853069855251,0
-5.87,0.260999,29.47,62.25752966509352,0
4.09,0.260999,29.47,63.15853069855251,0
2.16,0.259719,29.47,63.15853069855251,0
-4.07,0.25844,29.47,81.02468759581859,0
4.05,0.264837,29.45,62.505999712027645,0
4.54,0.269954,29.45,55.58776843874919,0
5.58,0.271234,29.45,60.21627686929839,0
