BVP,EDA,TEMP,ACC_Mag,Label
10.17,0.349215,33.13,196.47646169452463,0
5.79,0.346656,33.16,45.4972526643093,0
-16.79,0.350494,33.16,61.97580172938467,0
18.41,0.336423,33.16,58.33523806414096,0
35.28,0.338981,33.16,65.67343450741707,0
-4.2,0.336423,33.15,62.81719509815764,0
104.35,0.34026,33.15,62.25752966509352,0
-123.98,0.331306,33.15,62.00806399170998,0
1.29,0.336423,33.15,64.63745044476924,0
5.86,0.333865,33.16,61.91122676865643,0
13.65,0.337702,33.16,64.319514923544,0
8.55,0.336423,33.16,62.52199612936234,0
-13.84,0.336423,33.16,63.419239982831705,0
5.9,0.336423,33.15,63.419239982831705,0
-3.58,0.335144,33.15,62.52199612936234,0
6.76,0.336423,33.15,63.773035054010094,0
4.46,0.335144,33.15,62.88083968904996,0
-17.46,0.335144,33.16,64.04685784642366,0
8.33,0.335144,33.16,64.04685784642366,0
-4.39,0.335144,33.16,62.88083968904996,0
5.7,0.331306,33.16,61.62791575252241,0
5.93,0.332585,33.16,52.20153254455275,0
-25.91,0.336423,33.16,44.384682042344295,0
10.4,0.337702,33.16,75.82875444051551,0
-3.39,0.34026,33.16,76.16429609731846,0
5.99,0.333865,33.13,62.625873247404705,0
6.42,0.34026,33.13,63.198101237299845,0
-111.06,0.34154,33.13,60.35726965329032,0
-95.74,0.342819,33.13,62.71363488110062,0
9.02,0.342819,33.13,63.97655820689325,0
51.18,0.342819,33.13,63.4428877022476,0
87.5,0.34026,33.13,62.74551776820397,0
18.94,0.344098,33.13,63.324560795950255,0
44.55,0.345377,33.13,64.5445582524197,0
6.13,0.344098,33.13,60.991802727907626,0
41.64,0.345377,33.13,63.43500610861482,0
16.87,0.345377,33.13,63.324560795950255,0
31.6,0.346656,33.15,63.15853069855251,0
15.52,0.345377,33.15,63.43500610861482,0
-9.21,0.346656,33.15,63.15853069855251,0
11.69,0.345377,33.15,62.74551776820397,0
-25.32,0.345377,33.15,63.15853069855251,0
12.5,0.34154,33.15,63.15853069855251,0
-7.07,0.344098,33.15,63.15853069855251,0
16.57,0.346656,33.15,63.96092557178953,0
1.08,0.34154,33.15,63.00793600809346,0
-22.24,0.346656,33.15,63.00793600809346,0
3.13,0.346656,33.15,62.20932405998316,0
-21.64,0.347935,33.15,63.15853069855251,0
12.45,0.347935,33.16,62.74551776820397,0
0.54,0.349215,33.16,63.15853069855251,0
-36.46,0.349215,33.16,63.15853069855251,0
6.0,0.347935,33.16,62.89674077406555,0
-4.83,0.347935,33.16,62.89674077406555,0
-29.08,0.351773,33.16,63.15853069855251,0
8.27,0.351773,33.16,63.15853069855251,0
-3.85,0.351773,33.16,63.15853069855251,0
-31.72,0.351773,33.16,63.15853069855251,0
6.31,0.351773,33.16,63.15853069855251,0
-4.99,0.350494,33.16,63.15853069855251,0
-17.16,0.353052,33.16,63.15853069855251,0
7.46,0.351773,33.15,63.15853069855251,0
-12.61,0.354331,33.15,63.15853069855251,0
5.02,0.353052,33.15,62.89674077406555,0
9.17,0.349215,33.15,62.89674077406555,0
-19.02,0.353052,33.15,63.15853069855251,0
18.75,0.353052,33.15,63.324560795950255,0
9.89,0.354331,33.15,63.06346010171025,0
-31.13,0.353052,33.15,63.15853069855251,0
9.44,0.35689,33.16,62.89674077406555,0
-1.49,0.354331,33.16,63.15853069855251,0
-1.61,0.35561,33.16,62.89674077406555,0
4.86,0.35689,33.16,63.15853069855251,0
-18.37,0.353052,33.16,63.15853069855251,0
14.13,0.35689,33.16,62.89674077406555,0
1.04,0.354331,33.16,63.15853069855251,0
4.57,0.35561,33.16,62.89674077406555,0
7.33,0.354331,33.16,63.15853069855251,0
-25.02,0.358169,33.16,62.89674077406555,0
11.26,0.351773,33.16,62.89674077406555,0
-3.07,0.35689,33.16,62.89674077406555,0
18.97,0.35689,33.16,62.74551776820397,0
12.36,0.35689,33.16,62.89674077406555,0
-20.77,0.35689,33.16,63.324560795950255,0
7.6,0.35561,33.16,63.15853069855251,0
-2.59,0.35689,33.16,62.89674077406555,0
4.41,0.354331,33.16,63.15853069855251,0
6.46,0.358169,33.16,63.15853069855251,0
-10.9,0.35689,33.16,63.15853069855251,0
11.59,0.35689,33.15,63.15853069855251,0
3.08,0.35561,33.15,62.89674077406555,0
-20.72,0.35689,33.15,62.89674077406555,0
2.38,0.35689,33.15,62.89674077406555,0
-8.97,0.35689,33.16,62.89674077406555,0
-2.89,0.360727,33.16,62.49799996799898,0
5.7,0.358169,33.16,62.74551776820397,0
-10.31,0.359448,33.16,62.49799996799898,0
12.63,0.354331,33.16,62.49799996799898,0
6.62,0.358169,33.16,62.49799996799898,0
-12.81,0.358169,33.16,62.89674077406555,0
10.62,0.35689,33.16,63.45864795282043,0
3.92,0.359448,33.16,62.49799996799898,0
-22.06,0.360727,33.16,62.49799996799898,0
1.06,0.359448,33.16,64.41273166075166,0
-6.88,0.358169,33.16,64.7688196588451,0
10.14,0.359448,33.16,62.40192304729078,0
9.22,0.359448,33.16,64.35837163881635,0
-19.56,0.359448,33.16,57.57603668193913,0
12.81,0.35561,33.16,64.18722614352485,0
5.44,0.358169,33.18,60.199667773169644,0
10.3,0.359448,33.18,59.38013135721409,0
