BVP,EDA,TEMP,ACC_Mag,Label
-59.37,1.138257,35.41,125.43524225671189,0
43.5,1.125444,35.41,63.89053137985315,0
53.56,1.011405,35.41,57.323642591866054,0
54.64,1.033188,35.41,66.85805860178712,0
-117.88,0.935807,35.41,55.72252686302013,0
-12.81,0.935708,35.41,63.419239982831705,0
56.72,0.962616,35.41,58.82176467941097,0
-45.67,0.934426,35.41,73.10950690573696,0
336.83,0.967741,35.41,63.229739838148944,0
-151.65,1.094593,35.41,61.47357155721473,0
-228.97,1.175317,35.41,62.20128616033595,0
180.25,1.227851,35.41,63.50590523722971,0
-68.58,1.26501,35.41,63.50590523722971,0
55.52,1.285511,35.41,62.24949798994366,0
38.7,1.298324,35.41,64.35060217278468,0
-14.66,1.304731,35.41,62.65780079128216,0
-50.04,1.291918,35.43,63.190189111918315,0
33.07,1.268854,35.43,62.32976816898969,0
8.02,1.253478,35.43,63.60031446463138,0
-48.3,1.231695,35.43,63.92182725798755,0
-10.2,1.208631,35.41,62.75348595894893,0
28.57,1.190693,35.41,61.91122676865643,0
-0.98,1.176598,35.41,64.7688196588451,0
-54.65,1.16891,35.41,63.182275995725256,0
35.71,1.154815,35.43,62.32976816898969,0
17.23,1.143283,35.43,63.182275995725256,0
-29.75,1.134314,35.43,62.01612693485461,0
-28.64,1.125345,35.43,63.60031446463138,0
40.12,1.121501,35.41,63.182275995725256,0
13.55,1.121501,35.41,62.32976816898969,0
-52.25,1.120219,35.41,63.50590523722971,0
19.96,1.117657,35.41,63.92182725798755,0
24.62,1.116375,35.45,62.32976816898969,0
-26.48,1.109969,35.45,63.60031446463138,0
-2.25,1.104843,35.45,63.182275995725256,0
32.86,1.099718,35.45,63.182275995725256,0
-13.04,1.094593,35.41,63.182275995725256,0
-32.47,1.09203,35.41,64.03905058634146,0
37.95,1.094593,35.41,62.01612693485461,0
1.82,1.089467,35.41,63.60031446463138,0
-53.06,1.086905,35.43,62.75348595894893,0
38.15,1.083061,35.43,62.75348595894893,0
10.59,1.077935,35.43,61.603571325045756,0
-68.91,1.074091,35.43,53.49766350038102,0
