BVP,EDA,TEMP,ACC_Mag,Label
44.2,9.149161,34.71,149.31175439328277,0
22.61,8.816556,34.71,160.1343186203382,0
-47.15,8.713039,34.68,74.17546764261078,0
75.15,8.687454,34.68,63.0,0
145.54,8.7463,34.68,62.16912416947821,0
100.37,8.733507,34.68,63.76519426771944,0
-138.19,8.773164,34.73,63.89053137985315,0
-104.72,8.83073,34.73,63.89053137985315,0
-106.34,8.956097,34.73,63.28506932918696,0
-48.48,9.099373,34.73,63.28506932918696,0
14.11,9.251604,34.68,63.28506932918696,0
-17.95,9.337314,34.68,63.28506932918696,0
-12.69,9.438375,34.68,63.28506932918696,0
27.55,9.538054,34.68,63.28506932918696,0
-17.62,9.534216,34.71,63.28506932918696,0
7.64,9.489442,34.71,63.89053137985315,0
32.84,9.411407,34.71,64.04685784642366,0
-27.39,9.366634,34.71,62.80127387243033,0
30.05,9.309068,34.73,62.80127387243033,0
43.9,9.251501,34.73,62.056425936400814,0
-26.5,9.200332,34.73,57.113921245174545,0
42.23,9.161954,34.73,53.4696175411794,0
31.58,9.149161,34.71,64.68384651518491,0
-57.48,9.325698,34.71,87.10338684574785,0
31.58,9.420362,34.71,63.35613624582863,0
-22.29,9.431876,34.71,65.37583651472461,0
-56.64,9.439551,34.71,63.245553203367585,0
28.53,9.810534,34.71,59.715994507334464,0
-68.18,9.841236,34.71,63.7102817447859,0
54.72,9.829723,34.71,63.26926584053272,0
107.44,9.824606,34.71,75.2994023880668,0
-5.44,9.832281,34.71,62.617888817813075,0
31.61,9.839957,34.71,63.733821476512766,0
17.13,9.854029,34.71,63.26926584053272,0
-45.07,9.870659,34.73,63.095166217389426,0
38.51,9.875776,34.73,62.42595614005443,0
-19.17,9.88601,34.73,63.182275995725256,0
20.87,9.878334,34.73,66.88049042882386,0
22.43,9.8681,34.71,66.85057965343307,0
-42.5,9.864263,34.71,59.312730505347666,0
27.36,9.861704,34.71,66.24198064671678,0
-23.98,9.845074,34.71,62.120849961989414,0
3.39,9.861704,34.71,62.81719509815764,0
7.72,9.878334,34.71,63.198101237299845,0
-56.94,9.871939,34.71,62.625873247404705,0
21.22,9.877055,34.71,62.625873247404705,0
-23.71,9.88601,34.66,61.71709649683789,0
38.03,9.889848,34.66,63.03967004989794,0
16.27,9.901361,34.66,62.82515419798029,0
-75.51,9.892406,34.66,63.0,0
29.93,9.897523,34.71,62.465990746965666,0
-17.85,9.903919,34.71,62.26556030423239,0
29.88,9.892406,34.71,62.26556030423239,0
24.84,9.911595,34.71,62.26556030423239,0
-61.78,9.90264,34.71,62.625873247404705,0
56.1,9.920549,34.71,62.26556030423239,0
16.43,9.909037,34.71,63.53739056650029,0
-90.01,9.916712,34.71,62.26556030423239,0
49.85,9.915433,34.71,62.26556030423239,0
16.23,9.915433,34.71,62.26556030423239,0
-77.87,9.909037,34.71,62.44197306299666,0
65.8,9.947414,34.71,63.182275995725256,0
8.33,9.990239,34.73,62.625873247404705,0
-72.75,9.98768,34.73,62.26556030423239,0
44.33,9.986402,34.73,62.625873247404705,0
29.05,9.985123,34.73,62.625873247404705,0
-46.06,9.977447,34.73,63.0,0
23.26,9.963375,34.73,65.07687761409578,0
-3.9,9.968492,34.73,57.94825277780168,0
-72.01,9.95442,34.73,63.90618123468183,0
22.32,9.956979,34.73,68.8839603971781,0
-8.12,9.935231,34.73,60.398675482166,0
-16.63,9.891737,34.73,65.76473218982953,0
15.63,9.916042,34.73,62.52199612936234,0
-8.0,9.951861,34.73,64.41273166075166,0
44.84,9.994077,34.73,63.15853069855251,0
11.79,9.98896,34.73,64.95382975621992,0
-17.78,9.996635,34.73,63.20601237224193,0
88.1,10.003032,34.71,61.87891401761993,0
62.09,9.997914,34.71,62.72160712226688,0
-76.8,9.999194,34.71,62.75348595894893,0
-274.67,9.999194,34.71,63.0317380372777,0
-38.69,9.98768,34.73,62.14499175315739,0
86.1,9.999194,34.73,62.72160712226688,0
-4.85,9.98896,34.73,61.814237842102365,0
75.8,9.994077,34.73,62.42595614005443,0
17.48,9.98768,34.71,62.42595614005443,0
23.83,10.010707,34.71,62.42595614005443,0
37.15,9.992798,34.71,63.0158710167526,0
-54.32,10.015824,34.71,62.72160712226688,0
18.75,10.029896,34.73,62.42595614005443,0
-25.54,10.024779,34.73,62.42595614005443,0
76.77,10.019662,34.73,62.72160712226688,0
26.58,9.994077,34.73,62.42595614005443,0
-69.27,10.015824,34.71,62.72160712226688,0
