BVP,EDA,TEMP,ACC_Mag,Label
16.49,2.248749,31.73,220.54931421339762,0
-1.2,2.710001,31.73,40.607881008493905,0
-28.87,2.554969,31.73,72.86288492778748,0
8.91,2.818907,31.73,63.45076831686122,0
3.11,2.630563,31.73,65.81033353509159,0
47.5,2.622875,31.73,64.7688196588451,0
-50.51,2.628,31.69,65.49045732013177,0
-77.98,2.680532,31.69,64.13267497929586,0
52.32,2.822751,31.69,65.37583651472461,0
-18.33,2.982908,31.69,65.37583651472461,0
-36.51,3.207529,31.71,64.87680633323437,0
11.71,3.417655,31.71,64.42049363362563,0
6.19,3.589343,31.71,64.63745044476924,0
-23.3,3.69997,31.71,64.52131430775415,0
0.56,3.743533,31.73,65.27633568147036,0
-4.16,3.716627,31.73,65.37583651472461,0
8.33,3.680752,31.73,64.52131430775415,0
12.6,3.596189,31.73,64.52131430775415,0
19.86,3.501376,31.71,65.88626564011653,0
3.95,3.409126,31.71,65.1536645170477,0
-25.52,3.327126,31.71,65.0384501660364,0
7.86,3.252813,31.71,64.31174076325411,0
20.02,3.197719,31.69,64.31174076325411,0
-2.77,3.154156,31.69,66.0,0
-33.64,3.113156,31.69,65.0384501660364,0
16.42,3.081125,31.69,63.788713735268246,0
16.47,3.056781,31.71,64.63745044476924,0
-12.09,3.031156,31.71,64.31174076325411,0
-2.56,3.011937,31.71,65.1536645170477,0
12.02,2.996562,31.71,64.31174076325411,0
4.63,2.981187,31.69,64.19501538281614,0
-28.18,2.969656,31.69,65.56675987114203,0
12.28,2.958124,31.69,64.31174076325411,0
10.09,2.946593,31.69,62.94441992742486,0
-13.0,2.951718,31.69,65.1536645170477,0
11.13,2.968374,31.69,65.1536645170477,0
15.22,2.992718,31.69,66.12866246946176,0
-6.06,3.010656,31.69,64.4437739428721,0
-27.83,3.023468,31.69,64.8459713474939,0
8.27,3.020906,31.69,64.31174076325411,0
5.07,3.009375,31.69,64.4437739428721,0
-21.91,2.987593,31.69,64.31174076325411,0
15.74,2.9735,31.69,64.31174076325411,0
16.87,2.955562,31.69,65.1536645170477,0
-11.82,2.937624,31.69,64.4437739428721,0
6.73,2.937185,31.69,64.31174076325411,0
10.01,2.92181,31.69,64.4437739428721,0
-8.6,2.908997,31.69,70.15696686716153,0
1.99,2.897466,31.69,72.90404652692469,0
11.01,3.31003,31.69,152.37125713204574,0
-2.8,2.99356,31.69,56.789083458002736,0
-25.96,2.919247,31.69,65.80273550544841,0
36.64,2.934622,31.69,67.11929677819934,0
-123.01,2.919247,31.69,62.928530890209096,0
53.62,2.894903,31.69,64.59102104782058,0
-35.07,2.87056,31.69,61.36774397026503,0
13.69,2.844934,31.69,27.09243436828813,0
-13.59,2.818028,31.69,166.7872896835967,0
-33.94,2.894903,31.71,75.23961722390672,0
-6.0,2.964091,31.71,79.73079706111058,0
-47.46,3.064029,31.71,53.23532661682466,0
-102.52,3.139623,31.71,72.37402849088892,0
72.97,3.197279,31.69,65.79513659838392,0
48.17,3.215217,31.69,63.56886030125127,0
38.74,3.210092,31.69,63.788713735268246,0
3.84,3.187029,31.69,67.4166151627327,0
23.15,3.149873,31.69,65.16133823057964,0
10.32,3.113998,31.69,64.1482657598785,0
10.9,3.084529,31.69,65.85590330410783,0
15.27,3.057623,31.69,62.489999199871974,0
2.28,3.029435,31.69,66.94027188471824,0
-16.29,3.015341,31.69,64.89221833163049,0
12.57,3.00381,31.69,64.68384651518491,0
5.34,2.98331,31.69,63.30876716537765,0
-24.28,2.969216,31.69,63.51377803280167,0
-6.44,2.970497,31.69,65.91661399070799,0
14.84,2.967935,31.69,62.16912416947821,0
15.84,2.967935,31.69,65.16133823057964,0
11.52,2.96281,31.69,64.89221833163049,0
-34.63,2.960248,31.69,65.16133823057964,0
