BVP,EDA,TEMP,ACC_Mag,Label
-8.27,0.277864,31.97,132.7365812427004,0
-12.63,0.266351,31.97,62.32976816898969,0
13.06,0.195992,31.97,62.71363488110062,0
1.87,0.226694,31.95,55.5517776493246,0
40.92,0.126912,31.95,64.95382975621992,0
102.41,0.229252,31.95,64.97691897897283,0
-129.22,0.231811,31.95,62.71363488110062,0
42.36,0.236928,31.99,64.95382975621992,0
-107.13,0.240766,31.99,63.58458932791813,0
-48.08,0.242045,31.99,64.82283548256741,0
-4.89,0.243324,31.99,64.29618962271404,0
18.17,0.245883,31.97,64.10148204214939,0
-5.52,0.242045,31.97,63.43500610861482,0
7.87,0.251,31.97,64.82283548256741,0
11.4,0.251,31.97,62.976185975335156,0
-18.46,0.253558,31.97,62.976185975335156,0
16.02,0.254837,31.97,63.51377803280167,0
4.8,0.254837,31.97,63.51377803280167,0
-23.3,0.256117,31.97,63.51377803280167,0
17.89,0.256117,31.97,64.82283548256741,0
-0.74,0.258675,31.97,64.16385275215322,0
-2.27,0.254837,31.97,64.35837163881635,0
17.53,0.257396,31.97,63.43500610861482,0
-10.21,0.256117,31.97,61.29437168288782,0
14.32,0.257396,31.97,38.01315561749642,0
12.82,0.258675,31.97,71.72865536171719,0
-22.77,0.259954,31.97,83.39064695755754,0
13.02,0.265071,31.99,64.52906321960671,0
-3.98,0.270188,31.99,69.15200647848188,0
-91.22,0.266351,31.99,60.01666435249463,0
-44.45,0.274026,31.99,68.19824044651006,0
54.58,0.275305,31.99,66.12866246946176,0
-10.22,0.275305,31.99,64.02343321003646,0
31.65,0.277864,31.99,62.10475022089695,0
24.23,0.276585,31.99,58.283788483591216,0
-14.89,0.280422,31.99,63.0317380372777,0
25.92,0.279143,31.99,66.06814663663572,0
6.77,0.281702,31.99,67.23838189605696,0
-12.92,0.293215,31.99,66.71581521648372,0
47.01,0.298332,31.99,53.60970061472084,0
77.54,0.312404,31.99,60.06662967072483,0
71.69,0.57465,31.99,62.44197306299666,0
-85.02,0.43777,31.99,67.512961718473,0
-134.84,0.361015,32.0,65.87108622149782,0
-21.14,0.348223,32.0,71.00704190430693,0
124.01,0.337989,32.0,58.0430874437258,0
-12.9,0.33671,32.0,63.835726674018524,0
